,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Paperless Billing,Monthly Charges,Total Charges,Churn Label,CLTV,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Contract_Month-to-month,Contract_One year,Contract_Two year,Payment Method_Bank transfer (automatic),Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check
220,1,0,1,0,59,1,1,0,0,0,0,0,1,0,85,5084.65,1,6304,0,1,0,0,1,0,0,0,1,0
221,0,0,0,0,60,0,0,0,1,0,0,1,1,1,50,3027.4,1,4941,1,0,0,1,0,0,0,0,1,0
222,0,0,0,0,15,1,0,1,0,1,1,1,1,0,105,1582.75,1,2122,0,1,0,1,0,0,0,0,1,0
223,1,0,0,0,10,1,0,1,1,1,1,1,1,1,110,1043.3,1,5803,0,1,0,1,0,0,0,0,1,0
224,0,0,0,0,6,1,0,0,0,1,0,0,1,0,83,497.55,1,3962,0,1,0,1,0,0,0,0,1,0
225,0,0,1,0,63,1,1,1,1,1,0,1,0,1,100,6215.35,1,5413,0,1,0,1,0,0,0,0,1,0
226,1,0,1,0,50,1,1,0,1,1,0,1,1,1,103,5017.9,1,5812,0,1,0,1,0,0,1,0,0,0
227,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,24.6,1,5768,1,0,0,1,0,0,0,0,1,0
228,0,0,0,0,12,1,0,1,0,0,1,1,1,1,98,1120.95,1,5559,0,1,0,1,0,0,1,0,0,0
229,0,0,0,0,9,1,1,0,0,1,0,1,1,0,98,923.5,1,2954,0,1,0,1,0,0,0,1,0,0
230,1,0,0,0,17,1,0,1,0,0,0,1,1,0,93,1625.65,1,4940,0,1,0,1,0,0,0,0,1,0
231,1,1,0,0,9,1,1,0,0,1,0,1,1,1,100,918.6,1,4038,0,1,0,1,0,0,0,0,1,0
232,1,1,0,0,10,1,0,0,1,0,0,0,0,1,72,688.65,1,3189,0,1,0,1,0,0,0,0,1,0
233,1,1,1,0,1,1,1,0,0,0,0,0,0,1,73,73.55,1,4369,0,1,0,1,0,0,0,0,1,0
234,0,1,0,0,3,1,1,0,1,0,0,0,0,1,79,205.05,1,3501,0,1,0,1,0,0,0,0,1,0
235,0,0,0,0,13,1,0,0,1,1,0,0,0,1,81,952.3,1,4806,0,1,0,1,0,0,0,0,1,0
236,0,1,0,0,4,1,1,0,0,0,0,0,1,1,84,360.1,1,2467,0,1,0,1,0,0,0,0,1,0
237,0,0,0,0,6,1,1,1,0,0,0,0,0,1,79,434.5,1,3263,0,1,0,1,0,0,0,0,1,0
238,0,0,0,0,3,1,1,0,0,0,0,0,0,0,74,215.8,1,2054,0,1,0,1,0,0,1,0,0,0
239,1,1,0,0,35,1,1,0,0,1,0,1,1,1,99,3395.8,1,2074,0,1,0,1,0,0,0,0,1,0
240,1,1,0,0,2,1,0,0,0,0,0,0,0,0,44,85.15,1,5900,1,0,0,1,0,0,0,0,0,1
241,1,0,1,0,1,1,0,0,0,0,0,0,0,0,44,44.7,1,3700,1,0,0,1,0,0,0,1,0,0
242,1,0,0,0,1,1,0,0,0,0,0,0,0,1,45,45.7,1,3571,1,0,0,1,0,0,0,0,0,1
243,1,1,0,0,8,1,0,1,0,0,1,1,1,0,100,832.35,1,5084,0,1,0,1,0,0,0,1,0,0
244,1,0,0,0,7,1,0,0,0,0,0,0,0,0,19,112.3,1,4489,0,0,1,1,0,0,0,0,1,0
245,0,0,0,0,2,1,1,0,0,0,0,1,1,1,96,174.8,1,3391,0,1,0,1,0,0,0,0,1,0
246,0,0,0,0,1,1,0,0,0,0,0,1,1,0,90,90.55,1,2627,0,1,0,1,0,0,0,0,1,0
247,1,1,1,0,44,0,0,0,1,0,0,0,0,1,30,1359.7,1,4829,1,0,0,1,0,0,0,0,1,0
248,1,0,0,0,71,1,1,1,0,1,1,1,1,1,108,7532.15,1,5200,0,1,0,0,0,1,0,0,1,0
249,1,0,0,0,1,1,0,0,0,0,0,0,0,1,69,69.9,1,5367,0,1,0,1,0,0,0,0,1,0
250,1,1,1,0,62,1,1,0,1,1,0,1,1,1,103,6383.35,1,5052,0,1,0,0,1,0,0,0,1,0
251,1,0,0,0,1,1,1,0,0,0,0,0,1,1,86,86.6,1,5228,0,1,0,1,0,0,0,0,1,0
252,0,1,1,0,33,1,1,0,1,0,0,0,0,1,80,2656.5,1,3601,0,1,0,1,0,0,1,0,0,0
253,0,0,0,0,35,1,1,0,1,0,1,0,0,0,85,2917.5,1,2455,0,1,0,1,0,0,0,1,0,0
254,0,0,0,0,34,1,0,0,0,0,0,0,0,1,70,2416.1,1,2318,0,1,0,1,0,0,0,1,0,0
255,0,1,0,0,4,1,1,0,0,0,0,1,1,1,94,424.45,1,5419,0,1,0,1,0,0,0,0,1,0
256,0,0,0,0,7,1,0,0,0,1,0,1,1,1,95,660.9,1,3077,0,1,0,1,0,0,0,0,1,0
257,1,1,1,0,27,1,1,0,0,0,0,0,0,1,75,1893.95,1,2377,0,1,0,1,0,0,0,0,1,0
258,0,0,0,0,18,1,1,0,0,0,1,0,1,1,90,1612.75,1,4260,0,1,0,1,0,0,0,0,1,0
259,0,0,0,0,2,1,0,0,0,0,0,0,0,0,68,119.75,1,5225,0,1,0,1,0,0,0,0,1,0
260,1,0,1,0,32,1,1,1,0,0,0,1,1,1,99,3204.65,1,5026,0,1,0,1,0,0,0,1,0,0
261,1,0,1,0,18,1,0,0,0,1,0,0,1,0,57,990.85,1,2989,1,0,0,1,0,0,0,0,1,0
262,1,0,1,0,12,1,0,0,0,0,0,0,1,0,53,696.35,1,2595,1,0,0,0,1,0,0,1,0,0
263,1,1,0,0,8,1,1,0,0,1,0,1,1,1,100,819.4,1,5906,0,1,0,1,0,0,0,0,1,0
264,1,0,1,0,26,1,1,0,0,0,0,1,0,1,83,2070.6,1,2404,0,1,0,1,0,0,0,0,1,0
265,0,1,1,0,3,1,0,1,0,0,1,1,0,1,88,273.75,1,4486,0,1,0,1,0,0,0,0,0,1
266,0,1,0,0,8,1,0,0,0,1,0,1,1,1,92,729.95,1,5662,0,1,0,1,0,0,0,0,1,0
267,1,0,1,0,38,1,0,1,1,0,0,0,0,1,79,3013.05,1,2405,0,1,0,1,0,0,0,0,1,0
268,1,1,0,0,14,1,0,0,0,0,0,1,1,0,90,1266.1,1,4777,0,1,0,1,0,0,0,1,0,0
269,1,0,1,0,32,1,0,0,0,0,0,0,0,1,69,2347.9,1,2356,0,1,0,1,0,0,1,0,0,0
270,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19,19.65,1,5881,0,0,1,1,0,0,0,0,0,1
271,1,1,0,0,12,0,0,0,0,1,1,0,1,1,43,526.95,1,2437,1,0,0,1,0,0,0,0,1,0
272,0,0,0,0,5,0,0,0,0,1,0,0,1,0,39,210.75,1,2863,1,0,0,1,0,0,0,0,1,0
273,1,0,1,0,40,1,1,0,0,0,0,1,1,1,97,3706.95,1,3099,0,1,0,1,0,0,1,0,0,0
274,0,0,0,0,5,1,0,0,0,0,0,0,1,1,80,412.5,1,3937,0,1,0,1,0,0,0,0,1,0
275,0,0,0,0,10,1,0,1,0,0,0,1,0,1,84,832.05,1,5686,0,1,0,1,0,0,0,0,0,1
276,1,0,1,0,2,1,0,0,0,0,0,1,1,1,89,185.55,1,3851,0,1,0,1,0,0,1,0,0,0
277,1,0,0,0,23,1,1,0,0,0,1,1,0,1,90,1943.2,1,4359,0,1,0,1,0,0,0,0,1,0
278,0,0,0,0,23,1,1,1,0,0,0,1,0,1,90,2169.8,1,4650,0,1,0,1,0,0,1,0,0,0
279,1,0,1,0,49,1,1,0,1,0,0,1,1,1,99,4853.75,1,5157,0,1,0,1,0,0,1,0,0,0
280,0,0,0,0,2,1,0,0,0,0,0,0,0,0,69,144.55,1,5667,0,1,0,1,0,0,1,0,0,0
281,0,0,0,0,2,1,0,0,1,0,0,0,0,1,49,91.1,1,2960,1,0,0,1,0,0,0,1,0,0
282,1,0,0,0,7,1,1,0,0,1,0,1,1,1,98,713.0,1,2561,0,1,0,1,0,0,1,0,0,0
283,0,0,0,0,41,1,1,1,1,1,1,1,1,1,114,4527.45,1,3038,0,1,0,1,0,0,1,0,0,0
284,1,0,0,0,2,1,0,0,0,0,0,0,1,1,80,171.15,1,3533,0,1,0,1,0,0,0,0,1,0
285,0,1,0,0,13,1,0,0,0,1,0,0,0,1,74,940.35,1,2995,0,1,0,1,0,0,0,0,1,0
286,0,1,0,0,11,1,0,0,0,0,0,1,1,0,89,1047.7,1,2202,0,1,0,1,0,0,1,0,0,0
287,1,1,1,0,17,1,1,0,0,1,0,1,1,1,100,1622.45,1,5508,0,1,0,1,0,0,0,1,0,0
288,1,0,1,0,25,1,0,0,0,0,0,1,1,1,90,2178.6,1,5801,0,1,0,0,1,0,0,0,1,0
289,1,0,1,0,3,1,0,0,1,1,0,0,0,1,56,168.15,1,2539,1,0,0,1,0,0,0,0,0,1
290,0,0,0,0,4,1,0,1,0,1,1,0,1,1,94,387.2,1,4249,0,1,0,1,0,0,1,0,0,0
291,0,0,1,0,37,1,1,0,0,1,0,0,0,1,78,2839.65,1,3982,0,1,0,1,0,0,0,1,0,0
292,0,0,0,0,19,0,0,0,0,0,0,1,1,1,44,893.55,1,5182,1,0,0,0,1,0,0,1,0,0
293,1,1,1,0,39,1,1,0,1,1,0,1,1,1,105,4284.8,1,4687,0,1,0,1,0,0,0,0,1,0
294,1,0,0,0,7,1,0,0,0,1,0,0,0,0,74,544.55,1,3331,0,1,0,1,0,0,0,0,0,1
295,0,0,1,0,14,1,1,1,0,0,0,1,0,1,64,941.0,1,4049,1,0,0,1,0,0,1,0,0,0
296,0,1,1,0,11,1,1,0,0,1,1,1,1,1,104,1133.65,1,4553,0,1,0,1,0,0,1,0,0,0
297,1,0,0,0,1,0,0,0,0,0,0,0,1,1,35,35.55,1,3958,1,0,0,1,0,0,0,0,1,0
298,0,0,0,0,2,1,1,0,0,0,0,1,1,1,95,196.9,1,2414,0,1,0,1,0,0,0,0,1,0
299,1,0,1,0,13,1,0,0,0,1,0,1,1,1,96,1162.85,1,5295,0,1,0,1,0,0,0,0,0,1
300,0,1,1,0,3,1,0,0,0,0,0,1,0,1,80,224.05,1,3834,0,1,0,1,0,0,0,0,1,0
301,1,0,0,0,1,0,0,0,1,0,0,0,0,1,31,31.35,1,3605,1,0,0,1,0,0,0,0,0,1
302,0,0,0,0,12,1,1,0,1,0,0,1,0,1,89,1052.4,1,5671,0,1,0,1,0,0,1,0,0,0
303,1,0,1,0,60,1,0,0,1,0,0,1,1,1,94,5610.25,1,4990,0,1,0,0,1,0,0,0,1,0
304,1,0,0,0,1,1,0,0,0,0,0,0,0,1,19,19.85,1,3874,0,0,1,1,0,0,0,0,1,0
305,0,0,0,0,6,1,1,0,1,1,1,1,1,1,109,669.45,1,5750,0,1,0,1,0,0,0,1,0,0
306,1,0,0,0,15,1,0,0,0,1,1,1,1,1,101,1553.95,1,3025,0,1,0,1,0,0,0,0,1,0
307,1,1,0,0,21,1,0,0,0,1,0,1,0,1,60,1236.15,1,4716,1,0,0,1,0,0,1,0,0,0
308,0,0,0,0,1,1,1,0,0,0,0,0,1,1,60,60.15,1,4611,1,0,0,1,0,0,0,0,1,0
309,1,0,0,0,7,1,1,0,0,1,0,1,0,1,90,593.45,1,5356,0,1,0,1,0,0,0,0,1,0
310,1,0,1,0,53,1,0,0,1,0,0,1,1,1,94,4867.95,1,5414,0,1,0,0,1,0,1,0,0,0
311,1,0,0,0,1,1,1,0,0,0,0,0,0,1,74,74.9,1,2548,0,1,0,1,0,0,0,0,1,0
312,0,0,0,0,1,1,0,0,0,0,0,1,0,1,80,80.25,1,2502,0,1,0,1,0,0,0,0,1,0
313,1,0,1,0,17,1,0,0,0,0,0,0,0,1,69,1149.65,1,3368,0,1,0,1,0,0,0,0,1,0
314,0,0,1,0,11,1,1,0,0,0,1,0,1,1,66,740.8,1,2860,1,0,0,1,0,0,0,0,1,0
315,1,0,0,0,19,1,1,0,0,0,0,0,1,1,86,1532.45,1,4857,0,1,0,1,0,0,1,0,0,0
316,0,0,1,0,3,1,0,0,0,0,0,0,1,1,80,250.05,1,3212,0,1,0,1,0,0,0,0,1,0
317,1,0,0,0,24,1,1,0,1,0,0,1,0,1,90,2282.55,1,5927,0,1,0,1,0,0,0,1,0,0
318,0,0,0,0,2,1,1,0,0,0,0,0,0,1,75,143.35,1,2101,0,1,0,1,0,0,0,0,1,0
319,1,0,1,0,1,1,0,0,0,0,0,0,0,1,45,45.85,1,3706,1,0,0,1,0,0,0,0,0,1
320,0,0,1,0,16,0,0,0,0,0,1,1,1,1,49,810.2,1,4840,1,0,0,1,0,0,0,0,1,0
321,1,0,1,0,34,1,0,0,0,0,0,1,0,0,78,2564.3,1,2777,0,1,0,1,0,0,0,0,1,0
322,1,0,0,0,3,1,1,0,0,0,0,0,0,1,76,228.4,1,4428,0,1,0,1,0,0,0,0,1,0
323,0,1,0,0,16,1,1,0,0,0,0,1,1,1,96,1529.2,1,5913,0,1,0,1,0,0,0,0,1,0
324,1,0,0,0,1,1,0,0,0,0,0,0,0,0,45,45.3,1,4568,1,0,0,1,0,0,0,0,1,0
325,0,0,0,0,15,1,0,0,0,0,0,0,0,0,19,289.3,1,5379,0,0,1,1,0,0,1,0,0,0
326,0,0,0,0,11,1,1,0,0,0,1,1,0,0,90,987.95,1,5250,0,1,0,1,0,0,0,0,1,0
327,1,0,0,0,1,1,0,0,0,0,0,0,0,0,45,45.05,1,4094,1,0,0,1,0,0,0,0,0,1
328,0,0,0,0,1,1,0,0,1,0,0,0,0,0,75,75.8,1,3940,0,1,0,1,0,0,0,0,1,0
329,0,0,0,0,7,1,0,0,0,0,0,0,1,1,79,523.15,1,3830,0,1,0,1,0,0,0,0,1,0
330,0,0,0,0,2,0,0,0,0,0,1,0,0,1,30,59.05,1,2860,1,0,0,1,0,0,0,0,1,0
331,0,1,0,0,46,1,0,0,1,0,0,1,1,0,95,4424.2,1,3180,0,1,0,0,1,0,0,1,0,0
332,0,1,1,0,68,1,1,0,1,0,0,0,1,1,89,6127.6,1,5651,0,1,0,1,0,0,1,0,0,0
333,1,0,1,0,59,1,1,1,1,1,0,1,1,1,110,6448.05,1,4601,0,1,0,0,1,0,0,0,1,0
334,1,1,1,0,7,1,0,0,0,0,0,1,1,1,89,676.7,1,3077,0,1,0,1,0,0,0,0,1,0
335,1,0,1,0,8,1,0,1,0,0,0,0,0,0,75,632.95,1,2587,0,1,0,1,0,0,0,0,1,0
336,1,0,0,0,6,1,0,0,0,0,0,0,0,0,44,270.95,1,2087,1,0,0,1,0,0,0,0,1,0
337,0,0,1,0,11,1,0,0,0,0,0,0,0,1,44,483.7,1,3200,1,0,0,1,0,0,0,0,1,0
338,1,1,1,0,15,1,1,0,0,0,0,0,1,1,85,1345.55,1,4981,0,1,0,1,0,0,1,0,0,0
339,0,0,0,0,70,1,1,1,1,1,1,1,1,0,115,8127.6,1,4838,0,1,0,0,1,0,0,1,0,0
340,1,1,0,0,16,1,1,0,0,0,0,1,0,1,86,1281.0,1,2508,0,1,0,1,0,0,0,0,1,0
341,0,0,0,0,18,1,1,0,0,0,0,1,0,1,85,1553.9,1,3326,0,1,0,1,0,0,0,0,1,0
342,0,0,1,0,34,1,1,0,0,0,0,1,1,1,97,3207.55,1,3979,0,1,0,1,0,0,0,0,1,0
343,1,0,1,0,47,1,1,0,1,1,1,1,1,1,109,5124.55,1,5863,0,1,0,1,0,0,0,0,1,0
344,0,0,1,0,39,1,1,0,1,1,1,0,0,1,89,3474.45,1,3849,0,1,0,0,1,0,0,0,1,0
345,1,0,0,0,1,1,0,0,0,0,0,0,0,1,19,19.45,1,5687,0,0,1,1,0,0,0,0,0,1
346,0,0,1,0,4,1,0,0,0,0,0,0,0,0,20,76.35,1,4133,0,0,1,1,0,0,0,0,0,1
347,0,1,0,0,1,1,0,0,0,0,0,0,0,1,69,69.25,1,4371,0,1,0,1,0,0,0,0,1,0
348,1,0,1,0,59,1,1,0,0,1,0,1,1,1,99,5961.1,1,6098,0,1,0,0,1,0,1,0,0,0
349,0,1,0,0,1,0,0,0,0,0,0,0,0,1,25,25.2,1,5688,1,0,0,1,0,0,0,0,1,0
350,1,0,0,0,2,1,0,0,0,0,0,0,0,1,45,96.45,1,5704,1,0,0,1,0,0,0,0,0,1
351,1,0,0,0,1,1,0,0,0,0,0,0,0,0,20,20.15,1,4103,0,0,1,1,0,0,0,0,0,1
352,1,0,1,0,66,1,1,0,1,1,0,1,1,1,105,7133.25,1,5723,0,1,0,1,0,0,0,1,0,0
353,1,0,0,0,3,1,0,0,0,0,0,1,0,1,54,169.45,1,3335,1,0,0,1,0,0,0,1,0,0
354,0,0,1,0,14,1,1,0,0,1,0,0,1,1,87,1258.6,1,4786,0,1,0,1,0,0,0,0,1,0
355,1,0,1,0,10,1,0,0,0,0,0,1,0,1,79,857.2,1,5640,0,1,0,1,0,0,0,0,1,0
356,0,0,0,0,18,1,1,0,0,0,1,1,0,1,88,1639.3,1,5727,0,1,0,1,0,0,0,0,1,0
357,0,0,0,0,9,1,1,0,0,0,0,1,1,1,94,889.9,1,2893,0,1,0,1,0,0,0,0,1,0
358,0,1,0,0,13,1,1,0,0,0,0,1,1,1,95,1290.0,1,2230,0,1,0,1,0,0,0,0,1,0
359,1,0,0,0,4,1,1,0,1,0,0,0,0,0,78,330.05,1,5048,0,1,0,1,0,0,0,0,1,0
360,1,0,0,0,4,1,0,0,0,0,0,0,0,1,70,237.95,1,5094,0,1,0,1,0,0,0,0,1,0
361,1,0,1,0,59,0,0,0,1,0,0,0,1,1,41,2452.7,1,4324,1,0,0,1,0,0,1,0,0,0
362,1,0,1,0,10,1,1,0,0,0,0,1,0,1,85,813.85,1,5146,0,1,0,1,0,0,0,0,1,0
363,0,1,0,0,1,1,0,0,0,0,0,1,0,1,79,79.2,1,4363,0,1,0,1,0,0,0,0,1,0
364,1,0,0,0,5,1,0,0,0,1,0,1,1,1,70,347.4,1,2673,1,0,0,0,1,0,0,0,0,1
365,0,0,0,0,1,1,1,0,0,0,0,0,0,1,49,49.95,1,2041,1,0,0,1,0,0,1,0,0,0
366,0,0,1,0,22,1,0,0,0,0,0,0,0,1,69,1554.0,1,2159,0,1,0,1,0,0,0,0,1,0
367,0,1,1,0,34,1,1,0,1,1,0,0,1,1,94,3217.55,1,3369,0,1,0,1,0,0,0,0,1,0
368,1,0,1,0,41,1,1,0,0,1,0,1,1,1,73,3001.2,1,2041,1,0,0,0,1,0,0,0,1,0
369,0,0,0,0,64,1,1,0,0,1,0,1,1,1,100,6254.2,1,5452,0,1,0,0,1,0,0,1,0,0
370,0,1,0,0,4,1,0,0,1,1,0,1,1,1,99,442.85,1,2268,0,1,0,1,0,0,0,1,0,0
371,0,0,0,0,18,0,0,0,0,0,0,0,1,1,35,553.0,1,2649,1,0,0,1,0,0,0,0,1,0
372,0,0,0,0,1,1,1,0,0,0,0,0,0,0,76,76.0,1,2567,0,1,0,1,0,0,0,0,1,0
373,0,1,0,0,2,1,1,0,0,0,0,1,1,1,93,170.85,1,4193,0,1,0,1,0,0,0,0,1,0
374,0,0,1,0,15,1,0,0,0,1,0,1,0,1,84,1308.4,1,4003,0,1,0,1,0,0,0,0,1,0
375,1,1,0,0,9,1,1,0,0,0,0,0,1,1,84,732.5,1,5745,0,1,0,1,0,0,0,1,0,0
376,1,0,1,0,15,1,1,0,0,1,0,1,1,1,101,1504.05,1,2055,0,1,0,1,0,0,0,0,1,0
377,1,0,0,0,1,1,1,0,0,0,0,0,0,1,50,50.45,1,2928,1,0,0,1,0,0,0,0,1,0
378,1,0,0,0,12,1,1,0,0,0,1,1,1,1,99,1132.75,1,5598,0,1,0,1,0,0,0,0,0,1
379,0,0,0,0,2,1,1,0,0,1,0,1,0,1,91,193.6,1,5100,0,1,0,1,0,0,0,0,1,0
380,0,1,0,0,5,1,0,0,0,1,0,0,0,1,75,349.65,1,4028,0,1,0,1,0,0,0,1,0,0
381,1,0,0,0,4,1,1,0,0,0,1,0,0,0,80,332.45,1,5436,0,1,0,1,0,0,0,1,0,0
382,0,0,1,0,16,1,1,0,1,0,0,1,1,1,100,1534.75,1,3794,0,1,0,1,0,0,0,0,1,0
383,1,0,0,0,1,1,0,0,0,0,0,0,0,0,20,20.55,1,5636,0,0,1,1,0,0,0,0,1,0
384,1,0,0,0,5,1,1,0,1,1,0,0,0,1,85,424.15,1,2264,0,1,0,1,0,0,0,0,1,0
385,0,0,0,0,4,1,0,0,0,0,0,0,0,0,70,281.0,1,4494,0,1,0,1,0,0,0,0,1,0
386,1,0,0,0,37,1,1,0,0,0,1,1,1,0,98,3475.55,1,3066,0,1,0,1,0,0,1,0,0,0
387,1,0,1,0,13,1,1,0,0,0,0,0,0,1,74,896.75,1,3687,0,1,0,1,0,0,0,1,0,0
388,0,0,0,0,24,1,1,0,0,1,0,1,1,1,98,2407.3,1,4016,0,1,0,1,0,0,0,0,1,0
389,1,0,1,0,61,1,1,1,1,0,0,1,1,1,106,6547.7,1,4334,0,1,0,0,1,0,0,0,1,0
390,1,0,0,0,41,1,1,0,1,1,0,1,1,1,104,4346.4,1,3316,0,1,0,1,0,0,0,0,1,0
391,1,1,0,0,22,1,1,0,0,0,0,1,1,1,96,2082.95,1,4458,0,1,0,1,0,0,0,0,1,0
392,0,0,0,0,2,1,0,0,1,0,1,0,0,1,55,102.75,1,5855,1,0,0,1,0,0,0,1,0,0
393,1,1,0,0,19,1,1,0,1,0,0,1,0,1,88,1775.8,1,5683,0,1,0,1,0,0,0,0,1,0
394,0,0,1,0,8,1,0,0,0,0,0,0,0,1,19,145.0,1,2247,0,0,1,0,1,0,0,0,0,1
395,1,1,0,0,15,1,1,0,0,0,0,0,0,0,75,1146.65,1,2099,0,1,0,1,0,0,0,0,1,0
396,1,1,0,0,1,1,1,0,0,0,0,0,0,1,74,74.7,1,3348,0,1,0,1,0,0,0,0,1,0
397,1,0,0,0,17,1,0,0,0,1,0,0,0,1,76,1313.55,1,3182,0,1,0,1,0,0,0,0,1,0
398,0,1,0,0,1,0,0,0,0,0,0,0,0,1,25,25.8,1,3884,1,0,0,1,0,0,0,0,0,1
399,0,0,0,0,2,0,0,1,1,0,0,0,1,1,42,72.4,1,4648,1,0,0,1,0,0,0,0,1,0
400,0,0,0,0,29,1,0,1,1,1,0,0,1,1,68,1970.5,1,5449,1,0,0,1,0,0,1,0,0,0
401,1,0,1,0,2,1,0,0,0,1,1,0,1,0,90,190.05,1,3902,0,1,0,1,0,0,0,1,0,0
402,0,0,0,0,14,1,0,0,0,1,0,0,0,0,75,1025.95,1,4995,0,1,0,1,0,0,0,0,1,0
403,1,0,0,0,8,1,1,0,1,0,0,1,1,0,100,819.55,1,3849,0,1,0,1,0,0,0,0,1,0
404,0,0,1,0,5,1,0,0,0,0,0,0,0,0,69,330.15,1,2969,0,1,0,1,0,0,0,0,1,0
405,0,0,1,0,63,1,1,0,1,1,0,1,1,1,107,6873.75,1,6144,0,1,0,0,1,0,0,0,1,0
406,1,0,0,0,1,1,0,0,0,0,0,0,0,1,45,45.85,1,5930,1,0,0,1,0,0,0,0,0,1
407,0,0,1,0,53,1,0,1,1,1,0,1,1,1,106,5769.75,1,4471,0,1,0,0,1,0,1,0,0,0
408,0,0,0,0,1,1,0,0,1,0,1,1,0,0,91,91.7,1,4319,0,1,0,1,0,0,0,0,1,0
409,0,0,0,0,16,1,1,0,1,1,0,0,1,1,95,1555.65,1,5915,0,1,0,1,0,0,0,1,0,0
410,1,0,0,0,1,1,1,0,0,0,0,0,0,1,74,74.95,1,2591,0,1,0,1,0,0,0,0,1,0
411,1,1,0,0,10,1,1,0,0,0,0,1,1,1,95,898.35,1,5353,0,1,0,1,0,0,0,0,1,0
412,0,1,0,0,3,1,0,0,0,0,0,0,0,0,45,127.1,1,4145,1,0,0,1,0,0,0,0,1,0
413,1,0,0,0,66,1,0,0,1,1,0,1,1,0,99,6710.5,1,4001,0,1,0,1,0,0,0,0,1,0
414,0,0,1,0,17,1,0,0,0,1,1,1,1,0,98,1704.95,1,5160,0,1,0,0,1,0,1,0,0,0
415,0,0,0,0,7,1,0,0,0,0,1,1,0,1,59,415.95,1,4661,1,0,0,1,0,0,0,0,0,1
416,1,1,1,0,12,1,0,0,0,0,0,0,1,1,80,950.2,1,5374,0,1,0,1,0,0,0,0,1,0
417,0,0,1,0,42,1,0,0,0,0,0,1,0,1,77,3384.0,1,5396,0,1,0,1,0,0,0,1,0,0
418,1,1,0,0,2,1,0,0,1,0,0,0,0,1,74,165.4,1,2803,0,1,0,1,0,0,0,0,1,0
419,1,1,0,0,1,1,1,0,0,1,0,1,0,1,88,88.8,1,3106,0,1,0,1,0,0,0,0,1,0
420,1,0,0,0,30,1,0,0,0,0,0,1,1,1,90,2755.35,1,5654,0,1,0,1,0,0,0,0,1,0
421,0,0,0,0,15,1,1,1,0,0,0,0,1,1,64,994.55,1,4780,1,0,0,1,0,0,1,0,0,0
422,1,1,1,0,13,1,0,0,1,0,1,0,1,1,89,1169.35,1,3861,0,1,0,1,0,0,1,0,0,0
423,1,0,1,0,67,1,1,0,1,1,0,0,0,0,87,5918.8,1,4421,0,1,0,0,1,0,0,0,1,0
424,0,1,0,0,23,1,0,0,1,0,0,1,1,1,94,2293.6,1,2740,0,1,0,1,0,0,0,0,1,0
425,0,0,0,0,35,1,1,0,0,0,0,1,0,1,86,3029.1,1,5874,0,1,0,1,0,0,0,0,1,0
426,0,0,1,0,56,1,1,0,1,0,0,1,1,1,98,5508.35,1,4886,0,1,0,0,1,0,0,0,1,0
427,0,0,1,0,9,1,0,0,0,1,0,0,0,1,75,655.9,1,5105,0,1,0,1,0,0,1,0,0,0
428,0,1,1,0,17,1,1,1,0,1,0,0,0,1,85,1463.45,1,3209,0,1,0,1,0,0,1,0,0,0
429,1,0,0,0,48,1,1,0,1,1,0,1,1,1,106,5082.8,1,5898,0,1,0,0,1,0,0,1,0,0
430,1,1,0,0,17,1,0,0,0,0,0,0,0,1,45,770.6,1,3797,1,0,0,1,0,0,0,0,1,0
431,0,0,0,0,34,1,1,1,1,1,0,1,1,1,109,3587.25,1,3410,0,1,0,1,0,0,0,0,0,1
432,0,1,0,0,42,1,1,0,0,0,0,1,0,1,84,3541.35,1,4871,0,1,0,1,0,0,0,0,1,0
433,1,0,1,0,11,1,0,0,0,0,0,1,0,1,79,868.5,1,3469,0,1,0,1,0,0,1,0,0,0
434,0,0,0,0,1,1,1,0,0,0,0,0,1,0,85,85.8,1,2850,0,1,0,1,0,0,0,0,0,1
435,1,1,0,0,1,1,0,0,0,0,0,1,0,1,79,79.1,1,5001,0,1,0,1,0,0,0,0,1,0
436,0,0,1,0,3,1,0,0,0,0,0,0,0,0,44,134.5,1,4903,1,0,0,1,0,0,0,0,0,1
437,1,0,1,0,50,1,1,1,0,1,0,1,1,0,105,5341.8,1,5536,0,1,0,1,0,0,0,1,0,0
438,1,0,0,0,5,1,0,0,0,0,0,0,0,1,69,324.6,1,3965,0,1,0,1,0,0,0,0,1,0
439,1,0,1,0,51,1,1,0,0,0,0,1,1,1,94,4812.75,1,4747,0,1,0,1,0,0,0,0,1,0
440,0,0,0,0,46,1,1,0,0,0,0,1,1,0,96,4399.5,1,2712,0,1,0,1,0,0,1,0,0,0
441,1,1,0,0,1,1,0,0,0,1,0,0,0,1,50,50.15,1,3438,1,0,0,1,0,0,0,0,0,1
442,0,0,1,0,41,1,1,1,1,1,1,1,1,1,113,4594.95,1,4963,0,1,0,1,0,0,1,0,0,0
443,0,0,0,0,29,1,0,0,0,0,0,1,0,1,78,2384.15,1,3249,0,1,0,1,0,0,0,0,1,0
